Humidity_D,Data Month,Time,Pressure
77.37244,201103,1298937600,1000.0
81.06467,201104,1301616000,1000.0
83.95774,201105,1304208000,1000.0
83.55609,201106,1306886400,1000.0
83.73729,201107,1309478400,1000.0
82.658165,201108,1312156800,1000.0
83.84061,201109,1314835200,1000.0
83.42463,201110,1317427200,1000.0
82.04604,201111,1320105600,1000.0
79.14368,201112,1322697600,1000.0
77.56206,201201,1325376000,1000.0
77.40609,201202,1328054400,1000.0
76.47868,201203,1330560000,1000.0
80.507034,201204,1333238400,1000.0
84.08355,201205,1335830400,1000.0
82.40947,201206,1338508800,1000.0
82.531685,201207,1341100800,1000.0
83.43441,201208,1343779200,1000.0
83.473434,201209,1346457600,1000.0
83.86247,201210,1349049600,1000.0
80.85466,201211,1351728000,1000.0
77.6156,201212,1354320000,1000.0
79.231285,201301,1356998400,1000.0
77.49583,201302,1359676800,1000.0
80.394936,201303,1362096000,1000.0
84.51717,201304,1364774400,1000.0
83.479126,201305,1367366400,1000.0
84.59669,201306,1370044800,1000.0
83.66305,201307,1372636800,1000.0
83.67843,201308,1375315200,1000.0
83.78127,201309,1377993600,1000.0
84.8703,201310,1380585600,1000.0
83.97869,201311,1383264000,1000.0
80.112305,201312,1385856000,1000.0
78.08041,201401,1388534400,1000.0
77.20691,201402,1391212800,1000.0
77.933304,201403,1393632000,1000.0
81.2308,201404,1396310400,1000.0
86.14103,201405,1398902400,1000.0
83.78515,201406,1401580800,1000.0
81.4888,201407,1404172800,1000.0
83.8128,201408,1406851200,1000.0
85.46418,201409,1409529600,1000.0
83.78903,201410,1412121600,1000.0
82.59045,201411,1414800000,1000.0
81.77807,201412,1417392000,1000.0
78.72753,201501,1420070400,1000.0
76.46404,201502,1422748800,1000.0
78.83184,201503,1425168000,1000.0
82.39574,201504,1427846400,1000.0
84.31058,201505,1430438400,1000.0
83.997986,201506,1433116800,1000.0
82.56865,201507,1435708800,1000.0
81.666214,201508,1438387200,1000.0
82.93261,201509,1441065600,1000.0
84.66676,201510,1443657600,1000.0
83.85772,201511,1446336000,1000.0
83.58148,201512,1448928000,1000.0
83.41381,201601,1451606400,1000.0
81.06203,201602,1454284800,1000.0
82.898155,201603,1456790400,1000.0
84.94893,201604,1459468800,1000.0
85.22335,201605,1462060800,1000.0
83.8748,201606,1464739200,1000.0
82.71408,201607,1467331200,1000.0
83.30023,201608,1470009600,1000.0
85.36065,201609,1472688000,1000.0
86.2174,201610,1475280000,1000.0
83.075676,201611,1477958400,1000.0
79.929474,201612,1480550400,1000.0
76.305016,201701,1483228800,1000.0
74.910774,201702,1485907200,1000.0
78.04304,201703,1488326400,1000.0
81.715164,201704,1491004800,1000.0
84.267914,201705,1493596800,1000.0
83.608025,201706,1496275200,1000.0
82.779076,201707,1498867200,1000.0
83.097916,201708,1501545600,1000.0
83.38976,201709,1504224000,1000.0
85.88676,201710,1506816000,1000.0
82.83271,201711,1509494400,1000.0
81.87746,201712,1512086400,1000.0
81.11625,201801,1514764800,1000.0
75.338264,201802,1517443200,1000.0
78.05504,201803,1519862400,1000.0
82.64293,201804,1522540800,1000.0
84.84829,201805,1525132800,1000.0
83.91111,201806,1527811200,1000.0
82.763885,201807,1530403200,1000.0
82.52358,201808,1533081600,1000.0
83.63427,201809,1535760000,1000.0
83.57933,201810,1538352000,1000.0
83.44739,201811,1541030400,1000.0
81.257935,201812,1543622400,1000.0
78.699646,201901,1546300800,1000.0
77.22821,201902,1548979200,1000.0
77.350266,201903,1551398400,1000.0
83.83662,201904,1554076800,1000.0
85.13572,201905,1556668800,1000.0
83.18742,201906,1559347200,1000.0
81.20729,201907,1561939200,1000.0
81.78286,201908,1564617600,1000.0
82.58906,201909,1567296000,1000.0
83.36612,201910,1569888000,1000.0
83.8815,201911,1572566400,1000.0
82.92973,201912,1575158400,1000.0
79.61292,202001,1577836800,1000.0
78.69329,202002,1580515200,1000.0
80.538,202003,1583020800,1000.0
83.244446,202004,1585699200,1000.0
85.66843,202005,1588291200,1000.0
83.32997,202006,1590969600,1000.0
83.3116,202007,1593561600,1000.0
84.20135,202008,1596240000,1000.0
84.74341,202009,1598918400,1000.0
84.88047,202010,1601510400,1000.0
83.76558,202011,1604188800,1000.0
80.91132,202012,1606780800,1000.0
80.12124,202101,1609459200,1000.0
75.69114,202102,1612137600,1000.0
78.84759,202103,1614556800,1000.0
79.92108,202104,1617235200,1000.0
82.23822,202105,1619827200,1000.0
84.621185,202106,1622505600,1000.0
83.066216,202107,1625097600,1000.0
84.2058,202108,1627776000,1000.0
84.79523,202109,1630454400,1000.0
84.59331,202110,1633046400,1000.0
83.53166,202111,1635724800,1000.0
82.01591,202112,1638316800,1000.0
79.39665,202201,1640995200,1000.0
79.38852,202202,1643673600,1000.0
79.74818,202203,1646092800,1000.0
82.10085,202204,1648771200,1000.0
83.12458,202205,1651363200,1000.0
83.08998,202206,1654041600,1000.0
82.57486,202207,1656633600,1000.0
84.10401,202208,1659312000,1000.0
86.31785,202209,1661990400,1000.0
83.69026,202210,1664582400,1000.0
84.35181,202211,1667260800,1000.0
78.42523,202212,1669852800,1000.0
77.536316,202301,1672531200,1000.0
76.538086,202302,1675209600,1000.0
79.26981,202303,1677628800,1000.0
80.11456,202304,1680307200,1000.0
80.84991,202305,1682899200,1000.0
81.279015,202306,1685577600,1000.0
83.112656,202307,1688169600,1000.0
83.79905,202308,1690848000,1000.0
84.45206,202309,1693526400,1000.0
85.48967,202310,1696118400,1000.0
85.06869,202311,1698796800,1000.0
82.31567,202312,1701388800,1000.0
82.59739,202401,1704067200,1000.0
79.874435,202402,1706745600,1000.0
82.47123,202403,1709251200,1000.0
84.13974,202404,1711929600,1000.0
82.974846,202405,1714521600,1000.0
84.62871,202406,1717200000,1000.0
