Temperature_A,Data Month,Temperature_D,Humidity_A,Humidity_D,Precipitation,Water_Thickness_GRACE
27.559137,200708,26.044733,67.551765,83.43171,9.5632226e-05,0.6376280784606934
27.026087,200709,25.697046,67.82831,84.040016,0.00011456576,9.129302978515623
26.211908,200710,25.64596,67.550674,82.81746,7.9380676e-05,11.121719360351562
25.268732,200711,24.760187,66.34629,82.23234,6.855528e-05,10.443103790283203
25.408747,200712,24.25155,65.33566,78.81035,1.8190183e-05,5.999597549438477
24.915003,200801,23.884089,65.160034,76.951805,1.791348e-05,3.1278746128082275
26.76562,200802,24.711603,62.516613,77.464874,1.27701105e-05,-2.810575485
28.213861,200803,24.95727,61.346317,78.25246,9.811287e-06,-7.282503128
28.777002,200804,25.215845,64.59012,81.11006,1.4899832e-05,-13.6054306
28.973139,200805,25.48623,63.190006,82.043884,5.7696656e-05,-12.43663406
27.39773,200806,25.674707,65.49503,83.04026,9.044283e-05,-3.548451662
27.260736,200807,25.347803,65.26811,83.83503,0.00011685704,6.869757175445557
27.569544,200808,25.714258,67.888885,84.15917,8.277591e-05,7.670089244842529
27.280298,200809,26.054224,67.310234,83.41153,0.000114924296,12.351579666137695
25.695673,200810,25.091913,68.94755,85.62386,0.00014436847,15.16553783416748
25.407434,200811,24.665766,66.25877,81.086655,3.6523554e-05,13.847923278808594
24.650019,200812,23.985132,67.11084,79.33823,2.2472494e-05,9.371541023254396
24.946375,200901,23.9367,63.180614,75.837685,2.089659e-05,4.018975734710693
26.341211,200902,24.6589,64.750015,72.32213,1.0347928e-05,-0.416200936
27.306421,200903,24.21078,61.466938,73.19156,1.5646709e-06,-6.444921017
28.951868,200904,24.519617,62.775112,81.92994,1.1071615e-05,-11.25467682
27.90594,200905,25.31042,68.85656,85.77215,5.7651523e-05,-9.037488937
27.910852,200906,25.893518,67.28387,83.48923,8.8185734e-05,-3.607603073
27.80044,200907,25.939753,65.89587,83.69962,7.935465e-05,1.0614460706710815
27.635675,200908,26.014399,68.115906,83.69015,6.2924824e-05,6.587310314178467
27.576227,200909,26.119196,67.59216,83.700874,6.373899e-05,5.964313507080078
26.7774,200910,25.914606,68.61516,83.83612,5.6142104e-05,7.289348125457764
25.455256,200911,24.906824,69.1699,83.640305,5.991129e-05,7.759970188140869
25.26565,200912,24.704126,66.51323,80.92176,2.0256477e-05,4.460194110870361
24.549646,201001,24.227045,66.54359,79.55837,1.2424568e-05,0.186903566122055
26.607477,201002,24.905054,68.12154,81.40567,9.259639e-06,-4.799987316
28.48971,201003,24.523249,65.569435,82.21631,1.1607994e-05,-8.050208092
28.313318,201004,25.0487,67.42637,85.30757,4.2721604e-05,-12.36649323
27.808558,201005,25.612879,67.44405,84.65711,6.159641e-05,-11.2994194
27.742456,201006,25.976648,67.94691,84.31714,0.000103628896,-2.695634604
27.403528,201007,25.949274,68.56899,83.77604,0.0001253711,6.472716808319092
27.23092,201008,26.186335,66.990036,84.36655,0.00011799688,14.387723922729492
27.286737,201009,26.246088,67.99566,84.39737,0.00011182366,18.09514045715332
26.25451,201010,25.359491,68.47901,83.566635,4.712705e-05,17.10873794555664
25.36175,201011,24.781733,68.101845,81.730316,3.0165582e-05,11.200920104980469
24.466028,201012,23.359491,66.64643,78.06726,6.435911e-06,8.205178260803223
25.226526,201101,24.14654,67.12121,80.40821,1.6764228e-05,
26.584833,201102,24.485132,64.871284,78.63951,1.1570749e-05,0.2428727149963379
27.845484,201103,24.477839,59.223278,77.37244,1.0616864e-05,-5.886371136
28.984858,201104,25.211267,62.53297,81.06467,1.43500865e-05,-10.6918993
28.67547,201105,25.857447,66.318054,83.95774,4.7522706e-05,-11.3684063
27.677149,201106,26.195002,66.53317,83.55609,9.783312e-05,
27.273066,201107,26.143793,68.41127,83.73729,0.00010889216,5.666137695
27.7149,201108,26.347406,67.84905,82.658165,8.393454e-05,10.41982078552246
27.422083,201109,26.119135,68.3361,83.84061,7.771077e-05,13.172821998596191
26.148401,201110,25.728418,68.420265,83.42463,0.00012218561,14.533170700073242
26.148401,201110,25.728418,68.420265,83.42463,0.00012218561,12.523409843444824
25.443811,201111,24.667597,68.717186,82.04604,3.4196735e-05,
24.295832,201112,23.665735,66.30819,79.14368,2.4921274e-05,8.579380989074707
24.733088,201201,24.054987,64.81232,77.56206,1.5944703e-05,6.9344987869262695
26.529139,201202,24.90481,67.57407,77.40609,2.205376e-05,4.718332767486572
27.296045,201203,24.551569,64.352875,76.47868,1.1265096e-05,-0.767121553
28.241877,201204,25.118128,64.96214,80.507034,3.0218382e-05,-7.399925232
27.920588,201205,25.913568,66.75533,84.08355,8.65641e-05,
28.064173,201206,26.30926,66.634285,82.40947,7.227267e-05,2.727658033370972
27.641016,201207,25.998316,64.72676,82.531685,7.324056e-05,6.766795635223389
27.685205,201208,26.193842,67.263115,83.43441,9.994065e-05,9.401840209960938
27.536676,201209,25.99676,67.244255,83.473434,6.702372e-05,10.612614631652832
26.563562,201210,25.66723,67.32919,83.86247,8.210974e-05,
25.459192,201211,24.665918,66.73089,80.85466,2.685224e-05,10.443294525146484
25.661463,201212,24.81576,66.284775,77.6156,1.2096701e-05,6.303917885
24.329187,201301,24.224604,66.156494,79.231285,1.5833954e-05,2.2546372413635254
27.373865,201302,24.950464,63.55835,77.49583,3.0106658e-06,-1.17672205
27.643763,201303,24.239283,65.13332,80.394936,2.3928247e-05,
28.896631,201304,25.125483,65.90214,84.51717,1.0617001e-05,-12.5593729
28.408197,201305,25.335749,64.07777,83.479126,5.1711057e-05,-11.76091671
27.59295,201306,26.056055,68.00012,84.59669,8.20771e-05,-6.113898754
27.400537,201307,25.722467,66.98847,83.66305,7.43147e-05,3.047076702
27.547297,201308,26.0133,67.50488,83.67843,8.09712e-05,
26.893793,201309,26.142878,68.73999,83.78127,0.00010163006,
26.506586,201310,25.827356,69.27344,84.8703,7.559096e-05,12.078842163085938
25.850275,201311,25.571283,70.638916,83.97869,4.708218e-05,11.787405014038086
24.867243,201312,24.439478,67.75462,80.112305,3.1406722e-05,10.33010482788086
24.478632,201401,24.130915,66.18983,78.08041,8.643926e-06,7.314642429351807
26.187433,201402,24.553797,62.87817,77.20691,2.5916725e-06,
27.745508,201403,25.056269,66.04003,77.933304,8.187687e-06,-5.209931374
28.730097,201404,25.531946,63.499767,81.2308,7.82952e-06,-9.775028229
27.966516,201405,25.618555,68.16557,86.14103,3.468227e-05,-10.4112854
27.583399,201406,25.883478,66.489494,83.78515,7.392812e-05,-4.357745647
27.931208,201407,26.014856,67.52794,81.4888,4.4970482e-05,
28.102564,201408,26.100122,67.58451,83.8128,7.907694e-05,2.708913326263428
27.02096,201409,25.938349,68.78305,85.46418,9.6794e-05,8.324284553527832
26.163538,201410,25.964808,69.5775,83.78903,9.215446e-05,11.117746353149414
25.34588,201411,25.123499,70.70214,82.59045,5.7192454e-05,12.459129333496094
24.71081,201412,24.233149,67.75044,81.77807,2.3005296e-05,
24.606958,201501,24.016626,64.01273,78.72753,2.0151474e-05,3.7967023849487305
26.77981,201502,24.78274,63.14044,76.46404,4.4683748e-06,1.4356790781021118
27.642725,201503,24.77746,61.204765,78.83184,1.8762752e-05,-4.667389393
28.89602,201504,25.468378,63.37955,82.39574,1.8952733e-05,-9.302261353
28.89602,201504,25.468378,63.37955,82.39574,1.8952733e-05,-10.33281517
28.136072,201505,25.450891,66.6624,84.31058,3.1753076e-05,
27.399652,201506,25.669641,66.9378,83.997986,9.033562e-05,
27.92016,201507,25.791834,65.69335,82.56865,4.093907e-05,2.4438302516937256
28.668116,201508,26.664637,64.97602,81.666214,4.0765077e-05,2.676255702972412
27.617487,201509,26.451624,67.77079,82.93261,8.204702e-05,0.060222205
26.587519,201510,26.012903,70.08606,84.66676,6.551843e-05,
25.402094,201511,25.373957,71.679794,83.85772,5.1063074e-05,
24.916498,201512,24.972498,69.95715,83.58148,2.0914262e-05,4.509835243225098
24.575464,201601,23.90716,69.2824,83.41381,1.2759911e-05,-1.283384562
25.670282,201602,24.283777,64.027466,81.06203,7.310871e-06,-1.733034372
27.499384,201603,24.980188,68.110245,82.898155,1.5426953e-05,-9.044129372
28.608118,201604,25.37005,64.669014,84.94893,1.176448e-05,
28.722956,201605,25.931818,65.462204,85.22335,3.4884462e-05,-13.19771767
27.821344,201606,26.129114,67.794136,83.8748,9.570964e-05,-6.460041046
28.005426,201607,26.338404,66.78424,82.71408,6.32675e-05,-0.003326318
27.901148,201608,26.587915,68.00602,83.30023,9.03519e-05,1.2479912042617798
27.32168,201609,26.087091,68.39392,85.36065,7.5729586e-05,
26.50036,201610,25.764368,71.475464,86.2174,7.2044015e-05,
25.471674,201611,25.369867,70.0618,83.075676,5.0873994e-05,7.797489643096924
25.007044,201612,24.995447,67.94807,79.929474,2.7303679e-05,4.590484142303467
24.993525,201701,23.736048,63.862854,76.305016,4.065178e-06,3.734704018
26.702234,201702,24.886255,62.6238,74.910774,2.2087002e-06,
27.449945,201703,24.760523,61.28202,78.04304,1.6490632e-05,-9.156405449
28.536463,201704,25.610102,63.940735,81.715164,2.34189e-05,-12.18564606
28.042688,201705,26.173792,69.116264,84.267914,6.950453e-05,-10.61154842
27.595179,201706,26.317072,68.344154,83.608025,0.00010215508,-8.582508087
27.361109,201707,26.229792,68.276436,82.779076,8.9871224e-05,
27.500208,201708,26.476526,68.791245,83.097916,8.266419e-05,
27.31579,201709,26.53274,68.06999,83.38976,7.522696e-05,
26.163782,201710,25.622736,69.691124,85.88676,0.00012212551,
25.485437,201711,25.165827,69.75568,82.83271,3.5737186e-05,
24.380854,201712,24.021082,69.0368,81.87746,3.2705033e-05,
24.101221,201801,23.671137,66.607475,81.11625,3.390146e-05,
25.600489,201802,24.600489,61.926647,75.338264,4.6120917e-06,
27.94491,201803,24.886194,63.599834,78.05504,1.0711023e-05,
28.488459,201804,25.055384,63.09499,82.64293,2.6445268e-05,
28.123621,201805,25.502985,67.49683,84.84829,6.835635e-05,
27.571192,201806,25.551874,65.06491,83.91111,8.2235754e-05,-0.792484045
27.995142,201807,25.96081,65.73136,82.763885,4.112671e-05,2.326587677001953
27.689081,201808,26.220789,67.5304,82.52358,6.564725e-05,
27.311762,201809,26.262812,67.006096,83.63427,6.748138e-05,
26.38656,201810,25.886103,68.41324,83.57933,9.212008e-05,9.83945655822754
26.055567,201811,25.486963,70.24523,83.44739,3.2024815e-05,8.148434639
24.399805,201812,24.134607,66.94836,81.257935,7.801971e-06,4.298097610473633
25.025629,201901,24.32577,66.980865,78.699646,9.358491e-06,-0.750830233
26.631403,201902,24.872065,65.16332,77.22821,2.2532406e-06,-5.331263065
27.786615,201903,24.756922,60.109123,77.350266,6.5259005e-06,-10.67181778
28.523493,201904,25.072168,64.82824,83.83662,1.5030448e-05,-14.39726639
28.072687,201905,25.80337,68.52029,85.13572,5.5625158e-05,-14.13882256
28.026728,201906,26.249079,68.12899,83.18742,5.5515415e-05,-6.978710175
27.945673,201907,26.232935,65.47347,81.20729,4.4587425e-05,-3.868373871
28.132257,201908,26.551569,66.23483,81.78286,5.558517e-05,-4.163889408
27.491785,201909,26.59881,68.64801,82.58906,7.184216e-05,-6.836062908
26.67196,201910,26.197504,68.45785,83.36612,7.8054225e-05,3.4235048294067383
25.717188,201911,25.559626,69.41161,83.8815,2.1788594e-05,2.816689729690552
24.901148,201912,24.756464,68.63876,82.92973,1.6586679e-05,0.4347424805164337
24.798883,202001,24.3305,66.045555,79.61292,1.539788e-05,-2.039477587
26.331263,202002,24.501734,60.79849,78.69329,4.2880456e-06,-8.463376999
26.932459,202003,24.093225,62.021145,80.538,3.0430035e-06,-9.831622124
29.24795,202004,25.475214,63.26225,83.244446,5.4689867e-06,-22.13357925
28.324518,202005,25.973413,67.75891,85.66843,6.7444475e-05,-19.97802925
27.84292,202006,26.45611,67.55713,83.32997,8.626353e-05,-8.599255562
28.085505,202007,26.501581,67.57142,83.3116,6.1708444e-05,-1.742883921
27.716272,202008,26.734583,68.44847,84.20135,8.491802e-05,4.028941631317139
27.499659,202009,26.512812,68.385315,84.74341,8.5237676e-05,4.152471066
26.503534,202010,25.9602,68.07432,84.88047,0.000107981105,6.817332744598389
25.409449,202011,25.332422,69.62025,83.76558,0.00013675737,11.164671897888184
24.471094,202012,24.230188,69.56115,80.91132,2.4501795e-05,7.388290405273437
24.322992,202101,24.16421,68.23224,80.12124,1.8713004e-05,3.872570037841797
26.24682,202102,24.981256,64.55534,75.69114,3.0414376e-06,0.4365542531013489
27.14477,202103,24.761896,59.765755,78.84759,1.51438835e-05,-6.050932407
28.00448,202104,25.345362,65.0358,79.92108,2.9042916e-05,-10.3080349
28.06759,202105,25.659327,65.746445,82.23822,3.247833e-05,-14.50159168
27.828058,202106,26.1878,67.503395,84.621185,7.574011e-05,-5.461749077
27.885126,202107,26.164515,67.400826,83.066216,6.504023e-05,1.8160091638565063
27.655725,202108,26.195154,67.01954,84.2058,8.105948e-05,3.350985527038574
27.391962,202109,26.066889,67.04296,84.79523,5.8591446e-05,6.317911148071289
26.710413,202110,25.44723,68.779335,84.59331,5.5817418e-05,7.3720269203186035
24.981592,202111,23.606623,67.553246,83.53166,3.50264e-05,6.663708686828613
24.498621,202112,23.606867,69.3695,82.01591,1.4713657e-05,2.1962547302246094
24.533594,202201,23.498041,64.46307,79.39665,1.03156e-05,-2.860592127
25.165552,202202,23.935968,61.417747,79.38852,5.874047e-06,-1.924409389
26.875818,202203,24.289728,63.053402,79.74818,1.0141369e-05,-8.478367805
28.066797,202204,24.903193,64.492455,82.10085,2.6405354e-05,-15.48837852
27.989985,202205,25.358027,67.51816,83.12458,6.230895e-05,-9.226247787
27.26153,202206,25.365198,63.454956,83.08998,0.00010495383,-2.615540504
27.606165,202207,25.752802,64.59503,82.57486,7.913973e-05,2.6255416870117188
27.563684,202208,26.086756,66.31532,84.10401,9.262124e-05,9.617437362670898
26.981684,202209,25.67962,66.56318,86.31785,0.00010923664,6.8590264320373535
26.492853,202210,25.013025,67.77356,83.69026,6.324218e-05,14.745338439941406
25.398584,202211,24.126886,68.81373,84.35181,4.3122913e-05,10.38648796081543
23.945673,202212,23.030268,64.80441,78.42523,1.3065536e-05,8.647455215454102
24.116083,202301,23.460566,64.959,77.536316,9.9419485e-06,5.923730373382568
25.430475,202302,24.726892,62.045395,76.538086,1.1797267e-06,-1.357854366
27.783045,202303,25.208918,63.704163,79.26981,1.3966864e-05,-5.441404343
28.905146,202304,24.761438,58.821938,80.11456,9.482768e-06,-13.3373394
28.921503,202305,25.380701,62.154278,80.84991,3.141515e-05,-14.16023445
28.419428,202306,26.343897,64.705185,81.279015,8.487638e-05,-9.353849411
27.33697,202307,25.843622,65.70641,83.112656,8.155741e-05,0.282237559556961
27.718073,202308,26.543665,64.900734,83.79905,6.0328755e-05,0.6451656222343445
27.456202,202309,26.270288,66.45815,84.45206,5.9307466e-05,0.079328582
26.077387,202310,25.662287,71.26159,85.48967,6.847785e-05,6.195323467254639
24.814783,202311,23.981348,70.87384,85.06869,6.797877e-05,8.435859680175781
23.352533,202312,23.037317,71.30966,82.31567,3.00532e-05,5.540399551391602
24.32812,202401,24.279291,68.323235,82.59739,2.3583689e-06,2.4381444454193115
25.737207,202402,24.157679,59.915985,79.874435,6.4014653e-06,-4.123552322
28.031427,202403,25.197474,65.6208,82.47123,6.6975076e-06,-11.7490778
28.626368,202404,25.247889,63.613968,84.13974,1.6162927e-05,-16.00262642
29.111689,202405,25.824945,65.21351,82.974846,1.6919783e-05,-18.95852661
27.248285,202406,26.349115,70.21221,84.62871,0.000118653006,-8.835976601
